code,name,source,cal,protein_g,carb_g,fat_g,fiber_g,serving_desc,serving_g
USDA-170063,"Vegetable juice cocktail, canned",USDA,22,0.9,3.9,0.3,0.5,,
USDA-170064,"Vegetables, mixed, canned, solids and liquids",USDA,36,1.4,7.1,0.3,3.8,,
USDA-170065,"Vegetables, mixed, canned, drained solids",USDA,49,2.6,9.3,0.3,3,,
USDA-170066,"Waterchestnuts, chinese, (matai), raw",USDA,97,1.4,23.9,0.1,3,,
USDA-170067,"Waterchestnuts, chinese, canned, solids and liquids",USDA,50,0.9,12.3,0.1,2.5,,
USDA-170068,"Watercress, raw",USDA,11,2.3,1.3,0.1,0.5,,
USDA-170069,"Waxgourd, (chinese preserving melon), raw",USDA,13,0.4,3,0.2,2.9,,
USDA-170070,"Winged bean tuber, raw",USDA,148,11.6,28.1,0.9,,,
USDA-170071,"Yam, raw",USDA,118,1.5,27.9,0.2,4.1,,
USDA-170072,"Yam, cooked, boiled, drained, or baked, without salt",USDA,116,1.5,27.5,0.1,3.9,,
USDA-170073,"Yambean (jicama), raw",USDA,38,0.7,8.8,0.1,4.9,,
USDA-170074,"Yambean (jicama), cooked, boiled, drained, without salt",USDA,38,0.7,8.8,0.1,,,
USDA-170075,"Chives, freeze-dried",USDA,311,21.2,64.3,3.5,26.2,,
USDA-170076,"Dock, raw",USDA,22,2,3.2,0.7,2.9,,
USDA-170077,"Dock, cooked, boiled, drained, without salt",USDA,20,1.8,2.9,0.6,2.6,,
USDA-170078,"Eppaw, raw",USDA,150,4.6,31.7,1.8,,,
USDA-170079,"Beans, mung, mature seeds, sprouted, canned, drained solids",USDA,12,1.4,2.1,0.1,0.8,,
USDA-170080,"Peppers, jalapeno, canned, solids and liquids",USDA,27,0.9,4.7,0.9,2.6,,
USDA-170081,"Radishes, white icicle, raw",USDA,14,1.1,2.6,0.1,1.4,,
USDA-170082,"Shallots, freeze-dried",USDA,348,12.3,80.7,0.5,15.7,,
USDA-170083,"Sweet potato, canned, syrup pack, solids and liquids",USDA,89,1,20.9,0.2,2.5,,
USDA-170084,"Sweet potato, canned, syrup pack, drained solids",USDA,108,1.3,25.4,0.3,3,,
USDA-170085,"Tomato products, canned, sauce, spanish style",USDA,33,1.4,7.2,0.3,1.4,,
USDA-170086,"Beans, pinto, mature seeds, sprouted, raw",USDA,62,5.3,11.6,0.9,,,
USDA-170087,"Beans, pinto, mature seeds, sprouted, cooked, boiled, drained, without salt",USDA,22,1.9,4.1,0.3,,,
USDA-170088,"Sweet potato, cooked, candied, home-prepared",USDA,164,0.9,32.1,3.5,2.1,,
USDA-170089,"Tomatoes, red, ripe, cooked, stewed",USDA,79,2,13.1,2.7,1.7,,
USDA-170090,"Seaweed, agar, dried",USDA,306,6.2,80.9,0.3,7.7,,
USDA-170091,"Seaweed, spirulina, raw",USDA,26,5.9,2.4,0.4,0.4,,
USDA-170092,Potato pancakes,USDA,268,6.1,27.8,14.8,3.3,,
USDA-170093,"Potatoes, baked, flesh and skin, without salt",USDA,93,2.5,21.2,0.1,2.2,,
USDA-170094,"Potatoes, microwaved, cooked in skin, flesh and skin, without salt",USDA,105,2.4,24.2,0.1,2.3,,
USDA-170095,"Radish seeds, sprouted, raw",USDA,43,3.8,3.6,2.5,,,
USDA-170096,"Tomatoes, yellow, raw",USDA,15,1,3,0.3,0.7,,
USDA-170097,"Mushrooms, shiitake, cooked, with salt",USDA,56,1.6,14.4,0.2,2.1,,
USDA-170098,"Okra, cooked, boiled, drained, with salt",USDA,22,1.9,4.5,0.2,2.5,,
USDA-170099,"Okra, frozen, cooked, boiled, drained, with salt",USDA,29,1.6,6.4,0.2,2.1,,
USDA-170100,"Onions, cooked, boiled, drained, with salt",USDA,42,1.4,9.6,0.2,1.4,,
USDA-170101,"Onions, frozen, chopped, cooked, boiled, drained, with salt",USDA,26,0.8,6,0.1,1.7,,
USDA-170102,"Peas, green, cooked, boiled, drained, with salt",USDA,84,5.4,15.6,0.2,5.5,,
USDA-170103,"Peas, green, canned, no salt added, solids and liquids",USDA,53,3.2,9.8,0.3,3.3,,
USDA-170104,"Peas, green, canned, no salt added, drained solids",USDA,69,4.4,12.6,0.4,4.1,,
USDA-170105,"Peas, green, frozen, cooked, boiled, drained, with salt",USDA,78,5.2,14.3,0.3,4.5,,
USDA-170106,"Peppers, hot chili, red, raw",USDA,40,1.9,8.8,0.4,1.5,,
USDA-170107,"Peppers, hot chili, red, canned, excluding seeds, solids and liquids",USDA,21,0.9,5.1,0.1,1.3,,
USDA-170108,"Peppers, sweet, red, raw",USDA,26,1,6,0.3,2.1,,
USDA-170109,"Peppers, sweet, green, cooked, boiled, drained, with salt",USDA,26,0.9,6.1,0.2,1.2,,
USDA-170110,"Peppers, sweet, red, cooked, boiled, drained, without salt",USDA,28,0.9,6.7,0.2,1.2,,
USDA-170111,"Potatoes, baked, flesh and skin, with salt",USDA,93,2.5,21.2,0.1,2.2,,
USDA-170112,"Potatoes, baked, flesh, with salt",USDA,93,2,21.6,0.1,1.5,,
USDA-170113,"Potatoes, baked, skin only, with salt",USDA,198,4.3,46.1,0.1,7.9,,
USDA-170114,"Potatoes, boiled, cooked in skin, flesh, with salt",USDA,87,1.9,20.1,0.1,2,,
USDA-170115,"Potatoes, microwaved, cooked, in skin, skin with salt",USDA,132,4.4,29.6,0.1,5.5,,
USDA-170116,"Potatoes, frozen, whole, cooked, boiled, drained, with salt",USDA,63,2,13.9,0.1,1.4,,
USDA-170117,"Potatoes, frozen, french fried, par fried, cottage-cut, prepared, heated in oven, with salt",USDA,218,3.4,34,8.2,3.2,,
USDA-170118,"Potatoes, french fried, all types, salt not added in processing, frozen, oven-heated",USDA,168,2.7,28.7,5.2,2.6,,
USDA-170119,"Pumpkin, flowers, cooked, boiled, drained, with salt",USDA,15,1.1,3.2,0.1,0.9,,
USDA-170120,"Pumpkin leaves, cooked, boiled, drained, with salt",USDA,21,2.7,3.4,0.2,2.7,,
USDA-170121,"Purslane, cooked, boiled, drained, with salt",USDA,18,1.5,3.6,0.2,,,
USDA-170122,"Radishes, oriental, cooked, boiled, drained, with salt",USDA,17,0.7,3.4,0.2,1.6,,
USDA-170123,"Spinach, canned, no salt added, solids and liquids",USDA,19,2.1,2.9,0.4,2.2,,
USDA-170124,"Spinach, frozen, chopped or leaf, cooked, boiled, drained, with salt",USDA,34,4,4.8,0.9,3.7,,
USDA-170125,"Squash, summer, all varieties, cooked, boiled, drained, with salt",USDA,20,0.9,4.3,0.3,1.4,,
USDA-170126,"Squash, summer, crookneck and straightneck, cooked, boiled, drained, with salt",USDA,19,1,3.8,0.4,1.1,,
USDA-170127,"Squash, winter, all varieties, cooked, baked, with salt",USDA,37,0.9,8.9,0.4,2.8,,
USDA-170128,"Squash, winter, acorn, cooked, baked, with salt",USDA,56,1.1,14.6,0.1,4.4,,
USDA-170129,"Squash, winter, acorn, cooked, boiled, mashed, with salt",USDA,34,0.7,8.8,0.1,2.6,,
USDA-170130,"Squash, winter, butternut, cooked, baked, with salt",USDA,40,0.9,10.5,0.1,3.2,,
USDA-170131,"Succotash, (corn and limas), frozen, cooked, boiled, drained, with salt",USDA,93,4.3,20,0.9,4.1,,
USDA-170132,"Water convolvulus, cooked, boiled, drained, with salt",USDA,20,2.1,3.7,0.2,1.9,,
USDA-170133,"Sweet potato leaves, cooked, steamed, with salt",USDA,35,2.2,7.4,0.3,1.9,,
USDA-170134,"Sweet potato, cooked, baked in skin, flesh, with salt",USDA,90,2,20.7,0.2,3.3,,
USDA-170135,"Taro, shoots, cooked, with salt",USDA,14,0.7,3.2,0.1,,,
USDA-170136,"Taro, tahitian, cooked, with salt",USDA,44,4.2,6.9,0.7,,,
USDA-170137,"Tomatoes, red, ripe, cooked, with salt",USDA,18,1,4,0.1,0.7,,
USDA-170138,"Tomatoes, red, ripe, canned, packed in tomato juice, no salt added",USDA,16,0.8,3.5,0.3,1.9,,
USDA-170139,"Turnip greens, cooked, boiled, drained, with salt",USDA,20,1.1,4.4,0.2,3.5,,
USDA-170140,"Turnip greens, frozen, cooked, boiled, drained, with salt",USDA,29,3.4,5,0.4,3.4,,
USDA-170141,"Turnip greens and turnips, frozen, cooked, boiled, drained, with salt",USDA,34,3,4.7,0.4,3.1,,
USDA-170142,"Vegetables, mixed, frozen, cooked, boiled, drained, with salt",USDA,60,2.9,13.1,0.2,4.4,,
USDA-170143,"Mushrooms, portabella, exposed to ultraviolet light, raw",USDA,22,2.1,3.9,0.4,1.3,,
USDA-170144,"Seeds, breadfruit seeds, raw",USDA,191,7.4,29.2,5.6,5.2,,
USDA-170145,"Seeds, breadfruit seeds, boiled",USDA,168,5.3,32,2.3,4.8,,
USDA-170146,"Seeds, cottonseed flour, low fat (glandless)",USDA,332,49.8,36.1,1.4,,,
USDA-170147,"Seeds, cottonseed meal, partially defatted (glandless)",USDA,367,49.1,38.4,4.8,,,
USDA-170148,"Seeds, hemp seed, hulled",USDA,553,31.6,8.7,48.8,4,,
USDA-170149,"Seeds, lotus seeds, dried",USDA,332,15.4,64.5,2,,,
USDA-170150,"Seeds, sesame seeds, whole, dried",USDA,573,17.7,23.5,49.7,11.8,,
USDA-170151,"Seeds, sesame seeds, whole, roasted and toasted",USDA,565,17,25.7,48,14,,
USDA-170152,"Seeds, sesame seed kernels, toasted, without salt added (decorticated)",USDA,567,17,26,48,16.9,,
USDA-170153,"Seeds, sesame flour, partially defatted",USDA,382,40.3,35.1,11.9,,,
USDA-170154,"Seeds, sunflower seed kernels, toasted, without salt",USDA,619,17.2,20.6,56.8,11.5,,
USDA-170155,"Seeds, sunflower seed butter, without salt",USDA,617,17.3,23.3,55.2,5.7,,
USDA-170156,"Seeds, sunflower seed flour, partially defatted",USDA,326,48.1,35.8,1.6,5.2,,
USDA-170157,"Nuts, acorns, raw",USDA,387,6.2,40.8,23.9,,,
USDA-170158,"Nuts, almonds, dry roasted, without salt added",USDA,598,21,21,52.5,10.9,,
USDA-170159,"Nuts, almonds, oil roasted, without salt added",USDA,607,21.2,17.7,55.2,10.5,,
USDA-170160,"Nuts, almond paste",USDA,458,9,47.8,27.7,4.8,,
USDA-170161,"Nuts, beechnuts, dried",USDA,576,6.2,33.5,50,,,
USDA-170162,"Nuts, cashew nuts, raw",USDA,553,18.2,30.2,43.9,3.3,,
USDA-170163,"Nuts, cashew butter, plain, without salt added",USDA,587,17.6,27.6,49.4,2,,
USDA-170164,"Nuts, chestnuts, chinese, raw",USDA,224,4.2,49.1,1.1,,,
USDA-170165,"Nuts, chestnuts, chinese, dried",USDA,363,6.8,79.8,1.8,,,
USDA-170166,"Nuts, chestnuts, chinese, boiled and steamed",USDA,153,2.9,33.6,0.8,,,
USDA-170167,"Nuts, chestnuts, european, dried, peeled",USDA,369,5,78.4,3.9,,,
USDA-170168,"Nuts, chestnuts, european, boiled and steamed",USDA,131,2,27.8,1.4,,,
USDA-170169,"Nuts, coconut meat, raw",USDA,354,3.3,15.2,33.5,9,,
USDA-170170,"Nuts, coconut meat, dried (desiccated), not sweetened",USDA,660,6.9,23.7,64.5,16.3,,
USDA-170171,"Nuts, coconut cream, canned, sweetened",USDA,357,1.2,53.2,16.3,0.2,,
USDA-170172,"Nuts, coconut milk, raw (liquid expressed from grated meat and water)",USDA,230,2.3,5.5,23.8,2.2,,
USDA-170173,"Nuts, coconut milk, canned (liquid expressed from grated meat and water)",USDA,197,2,2.8,21.3,,,
USDA-170174,"Nuts, coconut water (liquid from coconuts)",USDA,19,0.7,3.7,0.2,1.1,,
USDA-170175,"Nuts, ginkgo nuts, dried",USDA,348,10.4,72.5,2,,,
USDA-170176,"Nuts, ginkgo nuts, canned",USDA,111,2.3,22.1,1.6,9.3,,
USDA-170177,"Nuts, hickorynuts, dried",USDA,657,12.7,18.3,64.4,6.4,,
USDA-170178,"Nuts, macadamia nuts, raw",USDA,718,7.9,13.8,75.8,8.6,,
USDA-170179,"Nuts, macadamia nuts, dry roasted, without salt added",USDA,718,7.8,13.4,76.1,8,,
USDA-170180,"Nuts, formulated, wheat-based, unflavored, with salt added",USDA,622,13.8,23.7,57.7,5.2,,
USDA-170181,"Nuts, mixed nuts, dry roasted, with peanuts, salt added, CHOSEN ROASTER",USDA,608,18,24.6,53.2,7.1,,
USDA-170182,"Nuts, pecans",USDA,691,9.2,13.9,72,9.6,,
USDA-170183,"Nuts, pecans, dry roasted, without salt added",USDA,710,9.5,13.6,74.3,9.4,,
USDA-170184,"Nuts, pistachio nuts, raw",USDA,560,20.2,27.2,45.3,10.6,,
USDA-170185,"Nuts, pistachio nuts, dry roasted, without salt added",USDA,572,21.1,28.3,45.8,10.3,,
USDA-170186,"Nuts, walnuts, black, dried",USDA,619,24.1,9.6,59.3,6.8,,
USDA-170187,"Nuts, walnuts, english",USDA,654,15.2,13.7,65.2,6.7,,
USDA-170188,"Seeds, pumpkin and squash seeds, whole, roasted, without salt",USDA,446,18.6,53.8,19.4,18.4,,
USDA-170189,"Seeds, sesame butter, tahini, from roasted and toasted kernels (most common type)",USDA,595,17,21.2,53.8,9.3,,
USDA-170190,"Nuts, chestnuts, european, roasted",USDA,245,3.2,53,2.2,5.1,,
USDA-170191,"Seeds, sesame butter, paste",USDA,586,18.1,24.1,50.9,5.5,,
USDA-170192,"Seeds, sesame flour, high-fat",USDA,526,30.8,26.6,37.1,,,
USDA-170193,"Beef, variety meats and by-products, suet, raw",USDA,854,1.5,0,94,0,,
USDA-170194,"Beef, variety meats and by-products, thymus, raw",USDA,236,12.2,0,20.4,0,,
USDA-170195,"Beef, variety meats and by-products, thymus, cooked, braised",USDA,319,21.9,0,25,0,,
USDA-170196,"Beef, variety meats and by-products, tongue, raw",USDA,224,14.9,3.7,16.1,0,,
USDA-170197,"Beef, cured, breakfast strips, raw or unheated",USDA,406,12.5,0.7,38.8,0,,
USDA-170198,"Beef, cured, breakfast strips, cooked",USDA,449,31.3,1.4,34.4,0,,
USDA-170199,"Beef, cured, corned beef, brisket, raw",USDA,198,14.7,0.1,14.9,0,,
USDA-170200,"Beef, cured, corned beef, brisket, cooked",USDA,251,18.2,0.5,19,0,,
USDA-170201,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",USDA,228,26.5,0.3,13.4,0,,
USDA-170202,"Beef, cured, luncheon meat, jellied",USDA,111,19,0,3.3,0,,
USDA-170203,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, select, cooked, grilled",USDA,209,26.5,0,11.5,0,,
USDA-170204,"Beef, cured, pastrami",USDA,147,21.8,0.4,5.8,0,,
USDA-170205,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, all grades, raw",USDA,170,19.4,0.5,10,0,,
USDA-170206,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, choice, cooked",USDA,233,28.2,0,12.5,0,,
USDA-170207,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, select, cooked",USDA,203,28.6,0,9.2,0,,
USDA-170208,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, all grades, cooked",USDA,203,29.9,0,8.4,0,,
USDA-170209,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, choice, cooked",USDA,206,29.5,0,8.9,0,,
USDA-170210,"Beef, brisket, flat half, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",USDA,205,33.3,0,7,0,,
USDA-170211,"Beef, brisket, point half, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",USDA,358,23.5,0,28.5,0,,
USDA-170212,"Beef, brisket, point half, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",USDA,244,28.1,0,13.8,0,,
USDA-170213,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",USDA,297,28.9,0,19.2,0,,
USDA-170214,"Beef, chuck, under blade pot roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",USDA,288,27.2,0,19,0,,
USDA-170215,"Beef, chuck, blade roast, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",USDA,253,31.1,0,13.3,0,,
USDA-170216,"Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",USDA,231,30.5,0,11.1,0,,
USDA-170217,"Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",USDA,216,30.7,0,9.4,0,,
USDA-170218,"Beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0"" fat, select, cooked, roasted",USDA,220,27.5,0,11.4,0,,
USDA-170219,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",USDA,249,27.3,0,14.7,0,,
USDA-170220,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",USDA,312,24.7,0,22.8,0,,
USDA-170221,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",USDA,285,24.9,0,19.8,0,,
USDA-170222,"Beef, round, bottom round, roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",USDA,187,27.4,0,7.7,0,,
USDA-170223,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",USDA,230,32.7,0,10,0,,
USDA-170224,"Beef, round, bottom round, roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",USDA,199,26.8,0,9.4,0,,
USDA-170225,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",USDA,217,34.4,0,7.7,0,,
USDA-170226,"Beef, round, bottom round, steak, separable lean only, trimmed to 0"" fat, select, cooked, braised",USDA,206,34.9,0,6.3,0,,
USDA-170227,"Beef, round, bottom round roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",USDA,169,28.3,0,5.3,0,,
USDA-170228,"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",USDA,167,29.7,0,4.5,0,,
USDA-170229,"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",USDA,171,29.8,0,4.8,0,,
USDA-170230,"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",USDA,188,26.8,0,8.2,0,,
USDA-170231,"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",USDA,196,27,0,8.9,0,,
USDA-170232,"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",USDA,181,26.6,0,7.5,0,,
USDA-170233,"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",USDA,174,27.5,0,6.2,0,,
USDA-170234,"Beef, round, top round, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",USDA,200,35.6,0,5.3,0,,
USDA-170235,"Beef, round, top round, separable lean only, trimmed to 0"" fat, choice, cooked, braised",USDA,207,36.1,0,5.8,0,,
USDA-170236,"Beef, round, top round, separable lean only, trimmed to 0"" fat, select, cooked, braised",USDA,190,36.1,0,4,0,,
USDA-170237,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",USDA,211,30.5,0,8.9,0,,
USDA-170238,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",USDA,217,30.2,0,9.7,0,,
USDA-170239,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",USDA,223,28.6,0,11.2,0,,
USDA-170240,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",USDA,233,28.2,0,12.5,0,,
USDA-170241,"Puddings, banana, dry mix, regular, with added oil",USDA,387,0,88.4,5,0.3,,
USDA-170242,"Puddings, lemon, dry mix, regular, with added oil, potassium, sodium",USDA,366,0.1,90.3,1.5,0.1,,
USDA-170243,"Puddings, tapioca, dry mix, with no added salt",USDA,369,0.1,94.3,0.1,0.2,,
USDA-170244,"Snacks, corn-based, extruded, puffs or twists, cheese-flavor, unenriched",USDA,558,5.8,54.1,35.8,2.2,,
USDA-170245,"Snacks, corn-based, extruded, chips, barbecue-flavor, made with enriched masa flour",USDA,523,7,56.2,32.7,,,
USDA-170246,"Snacks, popcorn, air-popped (Unsalted)",USDA,382,12,77.9,4.2,15.1,,
USDA-170247,"Snacks, popcorn, oil-popped, white popcorn, salt added",USDA,500,9,57.2,28.1,10,,
USDA-170248,"Snacks, potato chips, plain, made with partially hydrogenated soybean oil, salted",USDA,536,7,52.9,34.6,4.8,,
USDA-170249,"Snacks, pretzels, hard, plain, made with enriched flour, unsalted",USDA,381,9.1,79.2,3.5,2.8,,
USDA-170250,"Snacks, rice cakes, brown rice, plain, unsalted",USDA,387,8.2,81.5,2.8,4.2,,
USDA-170251,"Snacks, rice cakes, brown rice, buckwheat, unsalted",USDA,380,9,80.1,3.5,,,
USDA-170252,"Snacks, rice cakes, brown rice, multigrain, unsalted",USDA,387,8.5,80.1,3.5,,,
USDA-170253,"Potato chips, without salt, reduced fat",USDA,487,7.1,67.8,20.8,6.1,,
USDA-170254,"Snacks, tortilla chips, low fat, unsalted",USDA,416,11,80.1,5.7,5.3,,
USDA-170255,"Frozen novelties, juice type, POPSICLE SCRIBBLERS",USDA,81,0,19.7,0.2,0,,
USDA-170256,"Snacks, tortilla chips, nacho-flavor, made with enriched masa flour",USDA,511,7.8,62.3,25.6,5.3,,
USDA-170257,"Sweeteners, tabletop, sucralose, SPLENDA packets",USDA,336,0,91.2,0,0,,
USDA-170258,"Frozen novelties, No Sugar Added, FUDGSICLE pops",USDA,124,3.7,23.1,1.9,1.5,,
USDA-170259,"Frozen novelties, ice type, sugar free, orange, cherry, and grape POPSICLE pops",USDA,21,0,5.1,0,0,,
USDA-170260,"Frozen novelties, KLONDIKE, SLIM-A-BEAR Fudge Bar, 98% fat free, no sugar added",USDA,124,4.3,30.1,1.9,6,,
USDA-170261,"Ice creams, BREYERS, All Natural Light Vanilla",USDA,162,4.8,25.3,4.6,0.2,,
USDA-170262,"Ice creams, BREYERS, No Sugar Added, Butter Pecan",USDA,180,4,21.3,10.3,0.9,,
USDA-170263,"Ice creams, BREYERS, No Sugar Added, French Vanilla",USDA,154,4.5,20.8,7.1,0.5,,
USDA-170264,"Ice creams, BREYERS, No Sugar Added, Vanilla",USDA,143,3.7,21.9,6.2,0.5,,
USDA-170265,"Ice creams, BREYERS, No Sugar Added, Vanilla Fudge Twirl",USDA,153,3.5,25.6,5.7,0.8,,
USDA-170266,"Frozen novelties, No Sugar Added CREAMSICLE Pops",USDA,72,3.7,12.9,0.6,3.6,,
USDA-170267,"Frozen novelties, Sugar Free, CREAMSICLE Pops",USDA,49,1.4,12,2.3,7.5,,
USDA-170268,"Ice creams, BREYERS, All Natural Light French Chocolate",USDA,201,5.3,29.7,7.3,1,,
USDA-170269,"Ice creams, BREYERS, 98% Fat Free Chocolate",USDA,136,3.9,30.2,2.2,5.8,,
USDA-170270,"Ice creams, regular, low carbohydrate, chocolate",USDA,237,3.8,26.8,12.7,4.8,,
USDA-170271,"Chocolate, dark, 45- 59% cacao solids",USDA,546,4.9,61.2,31.3,7,,
USDA-170272,"Chocolate, dark, 60-69% cacao solids",USDA,579,6.1,52.4,38.3,8,,
USDA-170273,"Chocolate, dark, 70-85% cacao solids",USDA,598,7.8,45.9,42.6,10.9,,
USDA-170274,"Candies, chocolate, dark, NFS (45-59% cacao solids 90%; 60-69% cacao solids 5%; 70-85% cacao solids 5%)",USDA,550,5.1,60,32.2,7.2,,
USDA-170275,"Candies, crispy bar with peanut butter filling",USDA,542,9.5,55.5,31.3,3.3,,
USDA-170276,"Syrup, maple, Canadian",USDA,270,0,67.4,0,0,,
USDA-170277,"Sweetener, syrup, agave",USDA,310,0.1,76.4,0.5,0.2,,
USDA-170278,"Candies, NESTLE, BUTTERFINGER Crisp",USDA,465,6.7,68.5,18.3,1.7,,
USDA-170279,"Candies, fruit snacks, with high vitamin C",USDA,352,0.1,88,0,0,,
USDA-170280,"Jams, preserves, marmalades, sweetened with fruit juice",USDA,212,0,52.9,0,0.9,,
USDA-170281,"Candies, Tamarind",USDA,331,0,92,0,2.5,,
USDA-170282,"Candies, coconut bar, not chocolate covered",USDA,481,2.1,55.9,27.7,6.4,,
USDA-170283,"Barley, hulled",USDA,354,12.5,73.5,2.3,17.3,,
USDA-170284,"Barley, pearled, raw",USDA,352,9.9,77.7,1.2,15.6,,
USDA-170285,"Barley, pearled, cooked",USDA,123,2.3,28.2,0.4,3.8,,
USDA-170286,Buckwheat,USDA,343,13.3,71.5,3.4,10,,
USDA-170287,"Bulgur, cooked",USDA,83,3.1,18.6,0.2,4.5,,
USDA-170288,"Corn grain, yellow",USDA,365,9.4,74.3,4.7,7.3,,
USDA-170289,"Corn bran, crude",USDA,224,8.4,85.6,0.9,79,,
USDA-170290,"Corn flour, whole-grain, yellow",USDA,361,6.9,76.9,3.9,7.3,,
USDA-170291,"Fast foods, nachos, with cheese",USDA,343,4.3,34.9,21.5,3.2,,
USDA-170292,"Fast foods, nachos, with cheese, beans, ground beef, and tomatoes",USDA,219,6.2,21.4,12.5,3.7,,
USDA-170293,"Fast foods, cheeseburger, double, regular patty and bun, with condiments",USDA,282,16.2,18,16.2,1,,
USDA-170294,"Fast foods, cheeseburger; single, large patty; plain",USDA,310,17.3,24.1,16,1.7,,
USDA-170295,"Fast foods, chicken fillet sandwich, plain with pickles",USDA,250,16.3,20.9,11.2,1.4,,
USDA-170296,"Fast foods, fish sandwich, with tartar sauce",USDA,257,10.3,26.7,12.5,1,,
